abund,Present,clDD,clFD,clTmi,clTma,clTmn,clP,NDVI,broadleaf,conif,grass,crop,urban,wetland
0,Present,1997.75,205.6,-0.5,27.8,5.477534247,43.3,-50,0,0,0.955555556,0.003703704,0,0
0,Present,1997.75,205.6,-0.5,27.8,5.477534247,43.3,-51,0,0,0.673758865,0,0,0
15.4,Absent,5547.65,87.4,7.2,32.9,15.19068493,125.82,-48,0,0,0.968085106,0.031914894,0,0
79.4,Absent,5547.65,87.4,7.2,32.9,15.19068493,125.82,-51,0,0,0.75,0.25,0,0
5,Absent,5618.8,79.8,7.6,32.6,15.38136986,129.45,-54,0,0.031914894,0.819148936,0,0,0
30.8,Absent,5618.8,79.8,7.6,32.6,15.38136986,129.45,-57,0.007142857,0.982142857,0,0,0,0
9.8,Absent,5683.45,74.2,8,32.5,15.55424658,133.72,-53,0,1,0,0,0,0
2.6,Absent,5544.9,79.4,7.9,32.1,15.16219178,136.15,-58,0,1,0,0,0,0
0,Present,5544.9,79.4,7.9,32.1,15.16219178,136.15,-49,0,0.993197279,0,0,0,0
0,Present,5299,88.5,7.3,31.9,14.4969863,131,-43,0,0.996428571,0,0,0,0
0,Present,5269.65,91.2,7.7,31.7,14.4290411,136.24,-51,0.149350649,0.022727273,0.012987013,0.467532468,0.006493506,0
0.2,Absent,5126.3,104.8,8.1,31.9,14.02794521,144.76,-48,0.570512821,0,0,0.375,0,0
0,Present,5405.4,82.9,7.3,31.9,14.79671233,124.65,-56,0.326018809,0,0,0.636363636,0.006269592,0
0.4,Absent,5306.4,90.3,7.9,31.8,14.51287671,132.04,-56,0.00955414,0,0,0.974522293,0.006369427,0
6,Absent,5272.7,89.7,8,31.5,14.42876712,135.06,-52,0.815873016,0,0,0.180952381,0,0
1.6,Absent,5309.7,84.7,8.2,31.2,14.53452055,141.41,-52,0.957928803,0,0,0.019417476,0,0
0,Present,5167.95,91.6,7.3,31.4,14.13780822,134.14,-51,0.868167203,0.012861736,0,0.048231511,0,0
0,Present,4812.3,109,6.3,30.5,13.17178082,128.38,-45,0.990322581,0,0,0.006451613,0.003225806,0
0,Present,4771.8,105.1,6.4,30,13.05232877,134.16,-42,0.984177215,0,0,0,0,0
0,Present,5190.85,88.2,7.7,30.7,14.20054795,131.35,-67,0.893548387,0.012903226,0,0,0,0
0,Present,4771.8,105.1,6.4,30,13.05232877,134.16,-47,0.980582524,0.003236246,0,0.01618123,0,0
0,Present,5386.95,81.2,8.2,31.1,14.73369863,139.22,-55,0.91509434,0.031446541,0,0.037735849,0,0
0,Present,4159.9,119.6,5.8,27.3,11.37616438,114.34,-53,0.958990536,0.015772871,0,0.022082019,0,0
0,Present,4992.65,93,7.8,29.9,13.65780822,148.69,-52,0.809677419,0.04516129,0,0.035483871,0.064516129,0
0,Present,4981.1,97.4,7.5,30.2,13.61753425,129.24,-51,0.780254777,0,0,0.012738854,0,0
2.8,Absent,8361.65,2.1,20.2,35.3,22.88383562,72.05,-106,0.910828025,0,0,0,0,0
84.2,Absent,8020.95,5.6,18.4,34.3,21.9460274,79.02,-66,0.779552716,0,0,0,0,0
0.2,Absent,8235.2,9.4,19.1,36.9,22.5290411,53.83,-94,0.509615385,0.057692308,0,0.352564103,0.03525641,0
35,Absent,7740.2,9.2,17.1,34.3,21.17232877,93.68,-93,0.74516129,0.006451613,0,0.003225806,0.038709677,0
9.8,Absent,7472.2,21.4,16.4,35.7,20.45068493,92.05,-62,0.047318612,0.003154574,0,0.012618297,0,0
0.4,Absent,6994.65,37.2,15.6,34.6,19.13452055,81.44,-79,0.028481013,0.224683544,0,0.047468354,0,0
16.2,Absent,7856.45,18.2,17.3,36.1,21.49972603,57.19,-80,0.159235669,0.130573248,0,0.01910828,0,0
3.8,Absent,7153.6,36.6,15.6,34.4,19.5739726,55.06,-70,0,0,0.236065574,0.216393443,0,0.019672131
0,Present,7089.25,24,14.7,33.7,19.40136986,135.96,-52,0.013029316,0.055374593,0.664495114,0.143322476,0.123778502,0
0,Present,7098.3,25.3,14.8,33.9,19.41808219,129.54,-50,0,0,0.877022654,0.113268608,0,0
0.6,Absent,6716.45,50.4,14.8,34.1,18.38493151,67.48,-80,0,0,0.028938907,0.247588424,0,0
0.6,Absent,6967.85,31.1,14.2,34.2,19.06054795,123.41,-55,0,0,0.895424837,0.104575163,0,0
0,Present,6752.35,39.5,13.5,34.2,18.46219178,117.6,-50,0,0,0,1,0,0
4.2,Absent,6834.65,41,13.4,35.3,18.71232877,105.47,-56,0,0.36977492,0.163987138,0.434083601,0,0
0,Present,6482.4,52.4,12.3,34.2,17.7309589,116.34,-45,0,0,0.126213592,0.860841424,0.012944984,0
4.4,Absent,6667.55,43.3,13.1,34,18.25452055,119.39,-54,0,0.061290323,0.006451613,0.767741935,0,0
1.4,Absent,6509.05,55.9,12.3,35,17.81616438,80.6,-74,0,0.944805195,0,0.038961039,0,0
0.6,Absent,6510.15,57.8,12.8,34.9,17.81534247,70.59,-73,0,0.697749196,0,0.295819936,0.003215434,0
52,Absent,6554.65,56,11.9,35.7,17.92849315,89.11,-75,0,0.053691275,0.533557047,0.412751678,0,0
0.4,Absent,8088.6,14.6,18,37.4,22.14794521,53.3,-85,0.062091503,0.764705882,0,0.160130719,0.013071895,0
0,Present,5437.2,101.6,11,33.2,14.87534247,46.38,-89,0.01618123,0.932038835,0,0.042071197,0.003236246,0
16.4,Absent,8362.2,3.1,19.7,35.2,22.8769863,63.8,-82,0,0.04290429,0.825082508,0.075907591,0,0
0,Present,5127.8,114.2,9.8,33.7,14.03616438,44.85,-102,0,0.023411371,0.755852843,0.140468227,0,0
12.6,Absent,5231.1,110.6,9.7,33.7,14.3109589,47.91,-69,0,0,0.741610738,0.134228188,0,0
1.2,Absent,6775.2,55.8,14.7,35.5,18.54547945,39.57,-102,0,0,0.372168285,0.627831715,0,0
0,Present,6911.8,42.1,14.8,34.8,18.91150685,83.3,-58,0,0,1,0,0,0
57.2,Absent,8020.95,5.6,18.4,34.3,21.9460274,79.02,-117,0,0,0,0,0,0
18.8,Absent,7787.45,15.8,17.4,35.7,21.3060274,74.48,-79,0,0,0.993527508,0,0,0
4.6,Absent,7465.5,10.8,15.5,32.7,20.41616438,136.37,-80,0,0.085526316,0.493421053,0.414473684,0.006578947,0
4.8,Absent,7626,9.3,16.2,33.4,20.87260274,104.34,-51,0,0,0.436305732,0.563694268,0,0
29.6,Absent,7707.85,20.9,16.9,35.9,21.08383562,69.35,-78,0.111842105,0.003289474,0.792763158,0.092105263,0,0
0.2,Absent,7153.6,36.6,15.6,34.4,19.5739726,55.06,-63,0,0,0.993377483,0,0.006622517,0
6.8,Absent,7162.8,36.8,15.7,34.8,19.5909589,51.38,-78,0,0,1,0,0,0
0,Present,7089.25,24,14.7,33.7,19.40136986,135.96,-52,0,0.218649518,0.028938907,0.749196141,0,0
20.4,Absent,7305.85,26.8,14.8,35.3,20.00356164,81.45,-62,0,0.003236246,0.459546926,0.297734628,0,0.012944984
1.8,Absent,6762,54.8,14.9,35.2,18.50547945,67.79,-76,0,0,0,0.993569132,0.006430868,0
1.2,Absent,6806.1,48.6,14.9,34.4,18.6260274,53.83,-90,0.006369427,0.003184713,0,0.977707006,0.012738854,0
0,Present,6808.3,34.6,13.5,33.8,18.63643836,127.35,-58,0,0.255813953,0,0.411960133,0,0
0,Present,7069.25,23.3,14.7,33.5,19.34246575,137.82,-48,0.003225806,0.980645161,0,0.016129032,0,0
6,Absent,6582.45,46.9,12.8,34.1,18.00493151,115.44,-49,0,0.003322259,0.571428571,0.425249169,0,0
9.2,Absent,6651.1,53.5,12.6,35.6,18.20136986,80.88,-68,0,0,0.305647841,0.694352159,0,0
7.6,Absent,6591.85,59.8,12.6,35.5,18.04328767,63.62,-85,0,0,0.741935484,0.064516129,0.003225806,0
1,Absent,6413.9,54,11.9,34,17.54767123,122.76,-47,0,0,0.979865772,0,0,0
10.2,Absent,6199.35,78,12.1,35.1,16.95945205,52.7,-63,0,0.524271845,0.116504854,0.110032362,0,0
0,Present,5759.6,93.3,12.5,33.4,15.77150685,43.34,-90,0,0.861290323,0,0.006451613,0,0
22.6,Absent,6050.7,89.7,10.9,36.2,16.57315068,60.61,-78,0.003174603,0.123809524,0.187301587,0,0.034920635,0
9.6,Absent,5485.9,101,10.8,33.4,15.01726027,48.81,-83,0.009493671,0.958860759,0,0.03164557,0,0
1.4,Absent,5230.35,114.8,9.2,34.2,14.30465753,50.94,-72,0.326923077,0.208333333,0,0.429487179,0,0
0.8,Absent,5162.7,110.8,10.1,33.7,14.12767123,41.53,-49,0,0.023026316,0.730263158,0.213815789,0,0
22.8,Absent,5134.95,119.1,8.5,34.3,14.05561644,53.36,-77,0,0,0.72260274,0.160958904,0.003424658,0
0.2,Absent,4631.5,110.2,5,30.8,12.66794521,102.91,-56,1,0,0,0,0,0
0,Present,3982.75,134.3,4.9,28.8,10.90739726,98.96,-46,0.916666667,0,0,0,0,0
0,Present,4243.3,123.1,5.1,29.7,11.60876712,95.63,-31,0.865384615,0,0,0.006410256,0.070512821,0
0,Present,4243.3,123.1,5.1,29.7,11.60876712,95.63,-32,0.838095238,0,0,0,0.00952381,0
0,Present,4243.3,123.1,5.1,29.7,11.60876712,95.63,-32,0.649517685,0,0,0,0,0
0,Present,4979.95,103.1,6.9,31.6,13.62684932,105.02,-39,0.676190476,0,0,0,0.003174603,0
0,Present,4567.8,114.5,5.6,29.7,12.49780822,110.13,-54,0.632258065,0,0,0,0,0
0,Present,4072.7,129.2,4.5,28.7,11.14136986,100.43,-55,0.955128205,0,0,0,0,0
0,Present,4527,113.5,6,30,12.39013699,98.32,-51,0.930379747,0.006329114,0,0.034810127,0,0
0,Present,4555.65,114,6.3,30,12.45616438,99.55,-56,0.703821656,0,0,0.01910828,0.041401274,0
0,Present,5002.85,94.4,7,30.8,13.68986301,103.85,-37,0.229559748,0,0,0,0,0
0,Present,5002.85,94.4,7,30.8,13.68986301,103.85,-38,0.515923567,0.003184713,0,0.015923567,0.006369427,0
0.2,Absent,5109,92,7.5,30.9,13.98054795,104.11,-50,0.474358974,0,0,0.003205128,0,0
0,Present,5205.2,93,8,31.4,14.24821918,108.38,-62,0.167721519,0,0,0.164556962,0,0
0,Present,5205.2,93,8,31.4,14.24821918,108.38,-63,0.606349206,0,0,0.006349206,0,0
0,Present,5209.95,88.5,7.8,31.3,14.26547945,112.32,-76,0.566878981,0,0,0.012738854,0.015923567,0
0,Present,4565.1,110.3,6.6,29.4,12.48630137,111.69,-72,0.329032258,0,0,0,0,0
0,Present,5155.8,94.6,8.2,31.2,14.12136986,107.42,-59,0.17721519,0,0,0,0,0
0,Present,5174.85,93,7.8,31.3,14.15671233,107.48,-51,0.038095238,0,0,0,0,0
0,Present,5109,92,7.5,30.9,13.98054795,104.11,-50,0.075949367,0.006329114,0,0,0,0
0,Present,4024.9,128.2,4.9,28.2,11.01452055,106.23,-58,0.10443038,0.015822785,0,0.018987342,0,0
0,Present,4403,116.6,5.5,28.7,12.04630137,108,-65,0.162420382,0.025477707,0,0.108280255,0,0
0,Present,3959.95,126.8,4,27.7,10.83260274,101.96,-47,0,0,0.147435897,0.086538462,0,0
0,Present,4047.75,116.1,3.8,27.1,11.06465753,104.68,-36,0,0.415282392,0.395348837,0.179401993,0,0
0,Present,4138.65,129.9,4.3,29.2,11.33452055,109.93,-40,0,0.980582524,0,0.01618123,0,0
0,Present,4138.65,129.9,4.3,29.2,11.33452055,109.93,-39,0,0.070512821,0.163461538,0.602564103,0.076923077,0
0,Present,4345.7,121.3,4.5,29.6,11.88520548,105.07,-41,0,0.006472492,0.022653722,0.96763754,0,0
0,Present,3735.1,141.2,3.7,27.8,10.21643836,125.36,-32,0,1,0,0,0,0
0,Present,4108.2,132.6,4.5,29,11.23452055,114.17,-39,0,0.006451613,0.096774194,0.787096774,0,0
0,Present,3696.95,142,3.9,27.8,10.11616438,113.86,-44,0,0,0.099358974,0.141025641,0,0
0,Present,4075.75,132.4,3.8,29.4,11.16219178,102.02,-38,1,0,0,0,0,0
0,Present,4022.15,135.2,3.8,29.2,10.99452055,105.07,-37,0.882911392,0,0,0,0,0
0,Present,3937.3,131.9,3.1,28.9,10.77041096,110.28,-38,0.987179487,0,0,0,0.012820513,0
0,Present,4015.75,132.2,4.1,28.9,10.98520548,116.6,-40,1,0,0,0,0,0
0,Present,3937.3,131.9,3.1,28.9,10.77041096,110.28,-32,0.987220447,0,0,0.012779553,0,0
0,Present,3747.35,136.2,2.9,28.1,10.2539726,111.44,-33,1,0,0,0,0,0
0,Present,4348.7,120.7,4.6,30.3,11.90164384,95.9,-31,1,0,0,0,0,0
0.8,Absent,4631.5,110.2,5,30.8,12.66794521,102.91,-45,0.834920635,0,0,0,0,0
0,Present,3747.35,136.2,2.9,28.1,10.2539726,111.44,-33,1,0,0,0,0,0
0,Present,3499.9,145.3,2.7,27.3,9.567945205,113.29,-31,1,0,0,0,0,0
0,Present,4243.3,123.1,5.1,29.7,11.60876712,95.63,-36,0.917721519,0,0,0.025316456,0.044303797,0
0,Present,1885.1,185.9,-6.9,26.9,5.151780822,72.95,-37,0.936507937,0,0,0.022222222,0.041269841,0
0,Present,1488.95,197,-6.9,25.2,4.066575342,76.31,-34,0.971518987,0,0,0.022151899,0.003164557,0
0,Present,1810.25,187.9,-6.6,26.4,4.950958904,73.88,-33,0.993630573,0,0,0,0.003184713,0
0,Present,1755.65,189.9,-6.3,26.5,4.810136986,75.4,-39,0.892063492,0,0,0,0,0
0,Present,1705.9,194.2,-6.3,26.5,4.66109589,76.29,-47,0.893203883,0,0,0.038834951,0.058252427,0
0,Present,1614.95,192.3,-6.5,26.4,4.42,77.82,-41,0.958730159,0,0,0.041269841,0,0
0,Present,1382.75,197.1,-6.9,25.7,3.788219178,78.41,-40,0.868167203,0,0,0.131832797,0,0
0,Present,1283.9,198.5,-6.9,25.4,3.521369863,78.1,-32,0.85942492,0,0,0,0,0
0.8,Absent,2417.85,170.4,-6.1,28.7,6.611506849,72.96,-48,0,0,0,0.358422939,0,0
0,Present,2233.85,177,-6.3,28.3,6.119726027,72.03,-43,0,0,0,0.290322581,0,0
3.8,Absent,2093.7,179.9,-6.3,27.7,5.727945205,73.56,-43,0,0.006896552,0,0.448275862,0,0
2.8,Absent,1979.7,182.8,-6.1,27.4,5.419178082,73.86,-45,0,0.003436426,0,0.178694158,0,0
5.4,Absent,2110.75,176.4,-6,27.6,5.778356164,77.83,-35,0,0,0,0.034364261,0,0
1,Absent,1902.65,180,-6.3,26.9,5.21260274,78.41,-53,0,0,0,0.146258503,0,0
0,Present,1670.55,183.5,-6.8,26.3,4.572876712,81.13,-41,0,0,0,0.047945205,0,0
0,Present,1632.55,183.3,-6.4,26.3,4.472876712,81.13,-50,0,0,0,0.218430034,0,0
0,Present,1340.9,191.9,-6.6,25.7,3.673424658,78.71,-38,0,0.013605442,0,0.894557823,0.068027211,0
0,Present,1377.4,191.3,-6.3,25.7,3.773424658,77.49,-34,0,0.003424658,0,0.664383562,0,0
0,Present,1675.05,182.1,-5.7,26.2,4.580547945,77.16,-29,0,0,0,0.768707483,0,0
0,Present,1675.05,182.1,-5.7,26.2,4.580547945,77.16,-32,0,0,0,0.996587031,0,0
0,Present,1960.3,177.5,-5,26.7,5.361917808,75.93,-37,0,0,0,0.982817869,0,0
0,Present,2179.75,174.7,-4.4,27,5.959452055,76.83,-37,0,0,0,0.979661017,0,0
1.4,Absent,2433.1,167.7,-5.7,28.7,6.661643836,76.01,-42,0,0,0,0.456953642,0,0
0,Present,2580,162.6,-5.3,28.5,7.051780822,77.18,-48,0,0,0,0.927392739,0,0
0.2,Absent,2358.3,169.1,-5.6,28.2,6.452876712,78.13,-43,0.003412969,0.003412969,0,0.33447099,0,0
0,Present,1985.05,174.3,-6.2,27,5.421643836,82.97,-53,0,0,0,0,0,0
0,Present,1985.05,174.3,-6.2,27,5.421643836,82.97,-59,0,0,0,0.226027397,0,0
0.8,Absent,1889.45,174.9,-5.6,26.8,5.172054795,79.61,-50,0.003412969,0,0,0.576791809,0,0
1.6,Absent,1889.45,174.9,-5.6,26.8,5.172054795,79.61,-43,0,0,0,0.579470199,0,0
0,Present,2275.2,166.3,-5.1,27.8,6.220547945,76.86,-57,0,0,0,0.695081967,0,0
1.8,Absent,2472.5,162.9,-4.7,28.1,6.769589041,76.81,-49,0,0,0,0.894557823,0.003401361,0
0,Present,2230.45,169.3,-4.8,27.2,6.102191781,75.6,-42,0,0,0,0.886206897,0,0
0.6,Absent,2472.5,162.9,-4.7,28.1,6.769589041,76.81,-83,0,0,0,1,0,0
0,Present,2065.45,171.2,-5.1,27.2,5.654246575,77.45,-54,0,0,0,1,0,0
0.4,Absent,2557.35,160.6,-4,26.9,6.989589041,74.36,1,0,0,0,1,0,0
0.2,Absent,2377.05,167.3,-4.1,27.1,6.5,76.82,-46,0,0,0,0.98,0,0
1.2,Absent,2512.2,162.3,-5,28,6.874520548,78.98,-48,0,0,0,1,0,0
0.8,Absent,2601.55,159.8,-4.4,28,7.123287671,81.08,-47,0,0,0,0.983443709,0,0
6.2,Absent,2573.65,160.2,-4.4,28.3,7.050684932,78.65,-63,0,0,0,0.952380952,0,0
0.6,Absent,2656.45,157.4,-4.4,27.3,7.265479452,75.91,-44,0,0,0,0.96039604,0,0
3.4,Absent,2964.55,151.6,-2.6,28.4,8.113972603,79.25,1,0,0.026490066,0.006622517,0.774834437,0.023178808,0
28.2,Absent,2760,157,-3.8,28.3,7.556986301,84.14,-57,0,0,0,0.99009901,0.00990099,0
2,Absent,2875.25,153.7,-3.5,28.4,7.881643836,84.13,-74,0,0.01980198,0.00990099,0.768976898,0.04620462,0
1.2,Absent,2929.05,149.5,-3.2,27.6,8.020547945,84.73,-56,0,0,0,1,0,0
1.6,Absent,2992.3,143.3,-2.5,26.6,8.185479452,85.63,-128,0,0,0,0.986842105,0.013157895,0
1.2,Absent,3207.5,178.2,3.8,31.3,8.770958904,37.53,-88,0,0,0,0.983443709,0,0
0,Present,2070.8,203.8,-0.3,28.2,5.660821918,41.44,-52,0,0,0,0,0,0
0.6,Absent,2070.8,203.8,-0.3,28.2,5.660821918,41.44,-49,0,0,0,0,0,0
